kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
Ulul Fadli Faqih,Sultoni,A,Kurikulum 2013,Pagi,UPT SD NEGERI 175 GRESIK,B16E4DB53880ACD2F10F,20500181,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1976-07-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JATIM,DRIYOREJO,SDN LEBANISOKO,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,20 Mb,Lebanisuko,Lebanisuko,Lebanisuko,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,9,2
"IDA LAILY FAUZIAH, S.Pd",Yenny Syska Widiastuti,C,Kurikulum 2013,-,KB BINTANG SEMBILAN,279923751417B3C147FB,69839660,Swasta,KB,Yayasan,,,421.9/826,2007-04-26,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839660 KB BINTANG SEMBILAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Lainnya (Wavelan),BENDUNGAN KIDUL RT 30 RW 14,Bendungan kidul,BENDUNGAN,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,30,14
NUR AFIFAH,"ZULIANA EKA WATI, S. Pd.",A,Kurikulum 2013,-,KB HARVARD PURI,F3B3BC7A9DF7CF7F73F5,69874839,Swasta,KB,Yayasan,421.9/616/403.53/SK/2008,2008-07-08,503.2.34/193/437.74/2020,2020-12-07,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874839 KB HARVARD PURI,Bersedia Menerima,-,Belum Bersertifikat,PLN,4400,20 Mb,JL. DR.WAHIDIN SUDIROHUSODO NO.128,Setingi,Randuagung,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61121,-7,112,3,6
SUMARYANI,Ria Astuti,B,Kurikulum 2013,Pagi,KB BINTANG SEMBILAN NURUL HUDA,C650A4564AE42CC6834A,69839643,Swasta,KB,Yayasan,,,421.9/1776,2008-07-19,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839643 KB BINTANG SEMBILAN NURUL HUDA,Bersedia Menerima,Pagi,Belum Bersertifikat,Lainnya,900,Tidak Ada,JL DAENDELES KM 1,Karangwuni,KARANG WUNI,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,7,4
MASRUFATUL AZIZA,Daswati,,Kurikulum 2013,-,KB ISLAM AL AZHAR 69 GRESIK,4A09D83268DE60DDB8BB,69874826,Swasta,KB,Yayasan,421.9/2761/403.53/SK/2007,2007-11-26,503.67/266/437.74/2021,2021-10-13,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874826 KB SEMEN GRESIK,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,30 Mb,Jl. Awikoen Perum PT Semen Gresik,Sidomoro,Sidomoro,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61122,-7,112,16,1
Mardiyatun,Mardiyatun,B,Kurikulum 2013,Sehari penuh (5 h/m),KELOMPOK BERMAIN NURUL IMAN,64CF3F3F10F9D2AD750D,69940451,Swasta,KB,Lainnya,043 TAHUN 2016,2016-02-26,043 TAHUN 2016,2016-02-26,H - Hiperaktif,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69940451 KELOMPOK BERMAIN NURUL IMAN,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,30 Mb,Pantog Kulon,Pantog Kulon,Banjaroyo,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-5,114,6,3
Mintoroso,Liya Dwi Sari,B,Kurikulum 2013,Pagi,UPT SD NEGERI 176 GRESIK,DD8106AA337640BAAA1B,20500179,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1976-07-04,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG GRESIK...,UPTSDNEGERI176GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,30 Mb,Lebaniwaras,Lebaniwaras,Lebaniwaras,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,2,3
PLT - ESTIN NUR AMALIYAH,Estin,A,Kurikulum 2013,Sehari penuh (5 h/m),KB BUNGA MENTARI,D4C91D412FF32793A99A,69839667,Swasta,KB,Lainnya,,,421.9/051,2006-01-04,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CABANG WATES,69839667 KB BUNGA MENTARI,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,30 Mb,KEDUNGGONG,kedunggong,WATES,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55611,0,0,1,15
PLT - CHRISTINA EKA PURWANTI,Yoannes Krisetyawan,,Kurikulum 2013,-,POS PAUD ABIYASA,97D8AD20338CDA281C46,69840057,Swasta,SPS,Lainnya,,,421/038/KPTS/2012,2011-12-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840057 POS PAUD ABIYASA,Bersedia Menerima,-,Belum Bersertifikat,PLN & Diesel,450,Tidak Ada,SEMAGUNG,Semagung,BANJAROYO,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,0,0,62,30
DIANA APRILIYA JESICA WULANDARI,WAHYU SAFARINA,,Kurikulum 2013,Pagi,KB ISLAM PLUS AL MUCHLISIN,C708D137D3C1320EF163,69934165,Swasta,KB,Yayasan,503.2.34/15/437.74/2019,2019-02-27,503.2.34/15/437.74/2019,2019-02-27,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69934165 KB ISLAM PLUS AL MUCH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,250 Mb,Jl. Airlangga No. 1 Perum Griya Wiharta Asri Kebomas,Kedanyang,Kedanyang,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61161,-7,112,1,2
Sugianto,Matadi,A,Kurikulum 2013,Pagi,UPT SD NEGERI 177 GRESIK,82FD2594E19F80FB7420,20500102,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1974-01-12,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  GRESIK...,UPTSDNEGERI177GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,30 Mb,Mondoluku,Dlangu,Mondoluku,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,6,2
Farkhatin Ni'mah,KB Islam tunas bakti 4 ypbwi,A,Kurikulum 2013,-,KB ISLAM TUNAS BAKTI 4 YPBWI,B0CA6897A121BEBA3C11,69896456,Swasta,KB,Yayasan,421.9/2266/403.53/2003,2003-12-08,503.2.34/102/437.74/2020,2020-10-27,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69896456 KB ISLAM TUNAS BAKTI4,Bersedia Menerima,-,Belum Bersertifikat,PLN,10500,20 Mb,JL. SERAYU GKB,Setingi,Randuagung,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61121,-7,112,5,6
SUWANDARTUTI,Yeni Anitasari,,Kurikulum 2013,-,POS PAUD ARJUNA,659D98A5C426E0D68CAE,69840058,Swasta,SPS,Lainnya,,,421/035/KPTS/2012,2011-12-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840058 POS PAUD ARJUNA,Bersedia Menerima,-,Belum Bersertifikat,-,450,Tidak Ada,PUGUH,Puguh,BANJAROYO,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,0,0,82,39
DESSY WHINDI AYU PRAYITNA,ika aprianingsih,A,Kurikulum 2013,-,KB CERIA,0B28B4A9C4F81C83924E,69839644,Swasta,KB,Yayasan,,,421.9/1016,2008-04-17,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839644 KB CERIA,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,40 Mb,JL HW DAENDELES,KARANGREJO,KARANG WUNI,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,20,10
Suroso,Shinta Dewi Tiyasari,B,Kurikulum 2013,Pagi,UPT SD NEGERI 178 GRESIK,93FB5E1E278517B52F82,20500233,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1950-01-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JATIM,DRIYOREJO,SDN PASINAN LEMAHPUTIH I,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,20 Mb,Pasinan Lemah Putih,pasinan lemahputih,Pasinan Lemahputih,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,12,3
SUJADI,SITI NURJANAH,,Kurikulum 2013,Pagi,POS PAUD BINA ANDIKA,729AA313BE7DCE3C92A3,69840044,Swasta,SPS,Lainnya,,,421/2299/KPTS/2010,2010-07-19,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840044 POS PAUD BINA ANDIKA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,330,Tidak Ada,NGENTAK RT73 RW37,Ngentak,BANJARARUM,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,7,107,73,37
Margiyoto,Ryasita Apriliyani,B,Kurikulum 2013,-,KB DEWI RATIH,5713AA22FCFFE9436E1D,69839661,Swasta,KB,Lainnya,107 TAHUN 2013,2013-01-01,107 TAHUN 2013,2013-01-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839661 KB DEWI RATIH,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,TEMONAN,Temonan,Bendungan,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,1,1
DWI RATNA SARI,Dwi Ratna Sari,,Kurikulum 2013,-,KB ISLAM TUNAS BAKTI 5 YPBWI,6DAA0035425805574365,70006462,Swasta,KB,Yayasan,503.2.34/97/437.74/2020,2020-10-27,503.2.34/97/437.74/2020,2020-10-27,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,70006462 KB ISLAM TUNAS BAKTI5,Bersedia Menerima,-,Belum Bersertifikat,PLN,110000,5 Mb,Jl. Tanah Masa Komplek Perumahan GKB,,Randuagung,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,,0,0,3,4
"SRI FIRMANTI N.I, S.Ag",Hesti Wijayanti,,Kurikulum 2013,-,POS PAUD BINA INSAN,3C14DD8D05B8AB413051,69840053,Swasta,SPS,Pemerintah Pusat,421.9/1780,2008-07-19,421.9/1780,2007-11-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840053 POS PAUD BINA INSAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,452,500 Mb,SEMAWUNG,Semawung,Banjarharjo,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-5,114,90,41
Suminto,Siti Nasyro Yuli S,A,Kurikulum 2013,Pagi,UPT SD NEGERI 179 GRESIK,9134DB073D73BB0AEAB8,20500232,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1974-01-03,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BANK JATIM,DRIYOREJO,SDN 2 PASINAN LEMAHPUTIH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,50 Mb,Pasinan Lemah Putih,Pasinan,Pasinan Lemahputih,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,10,2
PLT - SUPRIHATIN,KB DEWI UTARI,,Kurikulum 2013,-,KB DEWI UTARI,E7FA61FEB563BDE4DA99,69992383,Swasta,KB,Lainnya,9120113001002,2019-10-10,9120113001002,2019-10-10,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69992383 KB DEWI UTARI,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,KLOPO SEPULUH,KLOPO SEPULUH,Bendungan,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,0,0,21,9
MAURISAH HILDAYANA HARIANTIH,MAURISAH HILDAYANA HARIANTIH,,Kurikulum 2013,Pagi,KB MANBA UR ROHMAH,1D8F980BCE30E56E036B,69874835,Swasta,KB,Yayasan,,,421.9/022/437.53.4/2012,,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874835 KB MANBA UR ROHMAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,500 Mb,Dr. WAHIDIN SUDIROHUSODO RT.3 RW.8 SUMBER,Sumber,KEMBANGAN,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61161,-7,112,3,8
SUMARJINEM,Sumarjinem,,Kurikulum 2013,-,POS PAUD KLIWONAN HARJO,155A69D9B0A053001CE4,69840054,Swasta,SPS,Yayasan,,,421/142/KPTS/2009,2009-11-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840054 POS PAUD KLIWONAN HARJO,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,KLIWONAN,Kliwonan,BANJARHARJO,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,0,0,10,5
PLT - ESTI SUMARNI,Teska Destia R,B,Kurikulum 2013,-,KB FLAMBOYAN,4437710A1F828D8D3CAA,69839650,Swasta,KB,Yayasan,,,421.9/1777,2008-07-19,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839650 KB FLAMBOYAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,3 Mb,JLN. KRT BROTODININGRAT,ngentak,NGESTIHARJO,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,15,6
Nurrohim,Mu'amalah Sholihah,B,Kurikulum 2013,Pagi,UPT SD NEGERI 180 GRESIK,2CADEDC10FA3A78F47E9,20500229,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1981-01-06,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG GRESIK...,UPTSDNEGERI180GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,50 Mb,Pedagangan,Pedagangan,Pedagangan,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,11,2
PLT - SRI NURHAYATRI,Sri Nurhayatri,,Kurikulum 2013,-,POS PAUD KRISNA,DF6FE428381F14AF373E,69840059,Swasta,SPS,Yayasan,,,421/037/KPTS/2012,2012-02-22,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840059 POS PAUD KRISNA,Bersedia Menerima,-,Belum Bersertifikat,-,450,30 Mb,BANJARAN,BANJARAN,BANJAROYO,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-7,110,11,6
MEI LINDAWATI,Ismatul khasanah,,Kurikulum 2013,Pagi,KB MIFTACHUL HUDA,A8F814E4DBF51528875D,70013622,Swasta,KB,Yayasan,503.67/41/437.74/2021,2021-03-24,503.67/41/437.74/2021,2021-03-24,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,70013622 MIFTACHUL HUDA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2,Tidak Ada,Jl. Veteran VB/12 RT 003 RW 003,,Singosari,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,,0,0,,
WIWIK SUTIYANI,Tri Utami,A,Kurikulum 2013,Sehari penuh (5 h/m),KB IT IBNU MAS UD,C39BCB2EB1A55ABEC3E1,69839664,Swasta,KB,Yayasan,,,421.9/1126,2008-05-06,"F, H",BPD YOGYAKARTA,BANK BPD DIY CABANG WATES,69839664 KB IT IBNU MAS UD,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. SUTIJAB / WONOSIDI LOR,WONOSIDILOR,WATES,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55611,-7,110,3,12
Kusiyati,Mei Nurhayati,B,Kurikulum 2013,Pagi,UPT SD NEGERI 181 GRESIK,7B41C758635743E16E2D,20500204,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1971-01-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG GRESIK...,UPTSDNEGERI181GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,30 Mb,Sembung,Sembung,Sembung,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,0,0
THERESIA SUDARTI,Elisabet Nanik Jaya Indarjati,B,Kurikulum 2013,-,POS PAUD KUNCUP ASRI,E8C6382F8723C1A4E122,69840047,Swasta,SPS,Lainnya,,,421.9/0799,2008-03-26,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840047 POS PAUD KUNCUP ASRI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,SEMAK,Semak,BANJARASRI,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-7,110,34,17
FADLILATUR ROHMAH,Roudlotul Mardliyah,B,Kurikulum 2013,Pagi,KB MUSLIMAT NU 109 PELANGI,78B6363125EDFC2229E9,69874821,Swasta,KB,Yayasan,353/421.1.2/VIII/2005,2005-08-19,503.2.34/155 /437.74/2019,2019-05-14,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874821 KB MNU 109 PELANGI,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,10 Mb,"Perum GKGA Blok FE No. 06, Kedanyang, Kebomas",Kedanyang,Kedanyang,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61161,0,0,4,5
MUFIDAH,Dwi Anjar Saputri,B,Kurikulum 2013,-,KB MEKAR CIPTA,DC981A8C542527136458,69839656,Swasta,KB,Lainnya,,,050 TAHUN 2013,2013-03-28,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839656 KB MEKAR CIPTA,Bersedia Menerima,-,Belum Bersertifikat,PLN,898,30 Mb,SEWORAN,Seworan,TRIHARJO,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,0,0,18,8
Mujiono,Mutmainah,B,Kurikulum 2013,Pagi,UPT SD NEGERI 182 GRESIK,BF7A4BC8D46F10C9D58C,20500186,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1952-04-04,400/4059/437.53/ 2019,2019-10-01,Tidak ada,JATIM,Driyorejo,SDN Sooko,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,3498,Tidak Ada,Sooko,Guplong,Soko,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,1,1
DESI VEBBI YANTI,Desi Vebbi Yanti,B,Kurikulum 2013,Pagi,KB MUSLIMAT NU 9 SEKAR KEDATON,D1C935AAF7C10B4CDA39,69874832,Swasta,KB,Yayasan,503.2.34/116/437.74/2020,2020-11-10,503.2.34/116/437.74/2020,2020-11-10,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874832 KB MNU 9 SEKARKEDATON,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,5000,500 Mb,Jl. Sunan Giri XIII N No 18,PASAR GEDE,Sidomukti,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61161,-7,112,5,2
HIKMATUL ISTIQOMAH,HIKMATUL ISTIQOMAH,B,Kurikulum 2013,-,KB MELATI,EE4D84DF94B8C513DF1F,69839646,Swasta,KB,Lainnya,,,421.9/1293,2008-05-22,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839646 KB MELATI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,5 Mb,JETIS,JETIS,SOGAN,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,13,5
Suwarni Afrida Fitri,Muhammad KhoirulHafidh,A,Kurikulum 2013,Pagi,UPT SD NEGERI 183 GRESIK,D530BC975175EDB331B9,20500563,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1975-01-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG DRIYOREJO...,UPTSDNEGERI183GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,30 Mb,Sumberame,SUMBERAME,Sumberame,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,4,5
PLT - Marsudiyanti,ISMI SEMBERSARI,,Kurikulum 2013,-,POS PAUD MEKAR ASRI,6DCC5EA3C0D36B018B0A,69840048,Swasta,SPS,Yayasan,,,421/153/KPTS/2010,2010-09-03,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840048 POS PAUD MEKAR ASRI,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,PARAS,PARAS,Banjarasri,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-7,110,54,27
"Eny Lathifah, A.Ma",MU MINATUS SHOLIKHAH,,Kurikulum 2013,Pagi,KB MUSLIMAT NU 97 RADEN PAKU,876EAB016F4B847B21B1,69874831,Swasta,KB,Yayasan,503.67/215/437.74/2021,2021-10-04,503.67/215/437.74/2021,2021-10-04,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874831 KB MNU 97 RADEN PAKU,Bersedia Menerima,Pagi,Belum Bersertifikat,Tidak Ada,9000,500 Mb,Jl. Sunan Giri VIII/48 RT 002 RW 003,,Kawisanyar,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61121,-7,112,2,3
LOPO HARYADHI,Lopo Haryadhi,B,Kurikulum 2013,-,KB PARIKESIT,1C8D879BCE38A3C5DE31,69839662,Swasta,KB,Lainnya,51 TAHUN 2013,2013-03-19,51 TAHUN 2013,2013-03-19,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM BENDUNGAN,69839662 KB PARIKESIT,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,5 Mb,MANGUNAN RT.45 RW.20,Mangunan,Bendungan,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,-7,110,45,20
,,,,-,POS PAUD MEKARSARI,9904CDA0D9E523EB4092,69840049,Swasta,SPS,Yayasan,,,421/019/KPTS/2009,2010-03-09,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840049 POS PAUD MEKARSARI,-,-,-,-,,,GANASARI,GANASARI,BANJARASRI,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-7,110,64,32
Nurasiyah,Bayu revangga,A,Kurikulum 2013,Pagi,UPT SD NEGERI 184 GRESIK,BA67364F685774852642,20500561,Negeri,SD,Pemerintah Pusat,400/4059/437.53/ 2019,1964-07-09,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG GRESIK...,UPTSDNEGERI184GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,1 Gb,Sumbergede,sumbergede,Sumbergede,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,4,4
PLT - ARES ARUMANINGSIH,ARES ARUMANINGSIH,,Kurikulum 2013,Pagi,KB MUSLIMAT NU AL-FIRDAUS 132 NURUL ISHLAH,C0238D258393FB6E11DF,69994967,Swasta,KB,Lainnya,503.2.34/181/437.74/2019,2019-11-06,503.2.34/181/437.74/2019,2019-11-06,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69994967 KBMNU ALFIRDAUS 132 N,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,3600,10 Mb,Jl. Dr. Wahidin Sudirohusodo No. 324,RANDUAGUNG,Randuagung,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61121,0,0,3,1
KUNTARTA,Nurul Kurniawati,,Kurikulum 2013,-,POS PAUD PARIKESIT,5A3AC533FEEA43B504F9,69840060,Swasta,SPS,Yayasan,,,421/041/KPTS/2012,2012-02-22,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840060 POS PAUD PARIKESIT,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,30 Mb,TANJUNG,TANJUNG,BANJAROYO,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,-7,110,53,26
Khoirul Millah,Lina Fatmawati,B,Kurikulum 2013,Pagi,UPT SD NEGERI 185 GRESIK,F0FFB5DE5707A8D17FAB,20500560,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1966-01-06,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG DRIYOREJO...,UPTSDNEGERI185GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,5 Mb,Sumberwaru,Burenglor,Sumberwaru,Kec. Wringin Anom,Kab. Gresik,Prov. Jawa Timur,61176,-7,112,3,2
PLT - WAHYUNI SRIWIDADI,Miftahur Rohmah,B,Kurikulum 2013,-,KB PERMATA HARAPAN,C044B6C464E40211793E,69839668,Swasta,KB,Lainnya,14/2013,2013-04-09,249/2012,2012-11-22,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CABANG WATES,69839668 KB PERMATA HARAPAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,500 Mb,KI JOSUTO,DIPAN,Wates,Kec. Wates,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55651,0,0,1,14
Rukhanah,RUKHANAH,Belum Terakreditasi,Kurikulum 2013,-,KB MUTIARA HARAPAN,3037F68E05EC1A340D57,69874838,Swasta,KB,Lainnya,503.2.3/101/437.74/2020,2020-10-27,503.2.3/101/437.74/2020,2020-10-27,Tidak ada,BPD JAWA TIMUR,CABANG GRESIK,69874838 KB MUTIARA HARAPAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. KH. Syafii RT 006 RW 005  Perumahan Dinari,,Dahanrejo,Kec. Kebomas,Kab. Gresik,Prov. Jawa Timur,61161,-7,112,6,5
PLT - Elisabet Suwartini,Elisabet Suwartini,,Kurikulum 2013,-,POS PAUD PUSPA ASRI,D1CCB36FC52904949853,69840050,Swasta,SPS,Lainnya,,,421/003/KPTS/2011,2011-02-09,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM DEKSO,69840050 POS PAUD PUSPA ASRI,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,GEJLIG,NGLEBENG,BANJARASRI,Kec. Kalibawang,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55672,0,0,12,6
